RepliconName	RepliconAccession	Start	Stop	Strand	GeneID	Locus	LocusTag	ProteinProduct	Length	COGs	ProteinName
chr	NC_012967.1	2837537	2837764	-	8177057	ygdI	ECB_02660	YP_003045848.1	75	-	hypothetical protein ECB_02660
chr	NC_012967.1	2837956	2839161	+	8177058	csdA	ECB_02661	YP_003045849.1	401	-	cysteine sulfinate desulfinase
chr	NC_012967.1	2839161	2839604	+	8177059	ygdK	ECB_02662	YP_003045850.1	147	-	putative Fe-S metabolism protein
chr	NC_012967.1	2839655	2840461	-	8178643	ygdL	ECB_02663	YP_003045851.1	268	-	hypothetical protein ECB_02663
chr	NC_012967.1	2840700	2841797	-	8177060	mltA	ECB_02664	YP_003045852.1	365	-	murein transglycosylase A
chr	NC_012967.1	2842376	2843629	-	8177064	amiC	ECB_02665	YP_003045853.1	417	-	N-acetylmuramoyl-L-alanine amidase
chr	NC_012967.1	2843861	2845192	+	8177065	argA	ECB_02666	YP_003045854.1	443	-	N-acetylglutamate synthase
chr	NC_012967.1	2845254	2847080	-	8179179	recD	ECB_02667	YP_003045855.1	608	-	exonuclease V subunit alpha
chr	NC_012967.1	2847080	2850622	-	8177066	recB	ECB_02668	YP_003045856.1	1180	-	exonuclease V subunit beta
chr	NC_012967.1	2850615	2853503	-	8179180	ptr	ECB_02669	YP_003045857.1	962	-	protease III
chr	NC_012967.1	2853679	2857047	-	8179181	recC	ECB_02670	YP_003045858.1	1122	-	exonuclease V subunit gamma
chr	NC_012967.1	2857060	2857383	-	8177067	ppdC	ECB_02671	YP_003045859.1	107	-	hypothetical protein ECB_02671
chr	NC_012967.1	2857368	2857775	-	8177068	ygdB	ECB_02672	YP_003045860.1	135	-	hypothetical protein ECB_02672
chr	NC_012967.1	2857772	2858335	-	8177069	ppdB	ECB_02673	YP_003045861.1	187	-	hypothetical protein ECB_02673
chr	NC_012967.1	2858326	2858796	-	8177070	ppdA	ECB_02674	YP_003045862.1	156	-	hypothetical protein ECB_02674
chr	NC_012967.1	2858981	2859775	-	8177071	thyA	ECB_02675	YP_003045863.1	264	-	thymidylate synthase
chr	NC_012967.1	2859782	2860657	-	8177072	lgt	ECB_02676	YP_003045864.1	291	-	prolipoprotein diacylglyceryl transferase
chr	NC_012967.1	2860808	2863054	-	8179182	ptsP	ECB_02677	YP_003045865.1	748	-	fused phosphoenolpyruvate-protein phosphotransferase PtsP/GAF domain
chr	NC_012967.1	2863067	2863597	-	8177073	ygdP	ECB_02678	YP_003045866.1	176	-	dinucleoside polyphosphate hydrolase
chr	NC_012967.1	2864282	2864971	+	8177074	mutH	ECB_02679	YP_003045867.1	229	-	DNA mismatch repair protein
chr	NC_012967.1	2865040	2865753	+	8177075	ygdQ	ECB_02680	YP_003045868.1	237	-	putative inner membrane protein
chr	NC_012967.1	2865891	2866109	+	8177076	ygdR	ECB_02681	YP_003045869.1	72	-	hypothetical protein ECB_02681
chr	NC_012967.1	2866217	2867257	+	8177077	tas	ECB_02682	YP_003045870.1	346	-	putative aldo-keto reductase
chr	NC_012967.1	2867289	2868482	-	8177078	ygeD	ECB_02683	YP_003045871.1	397	-	lysophospholipid transporter LplT
chr	NC_012967.1	2868475	2870634	-	8177079	aas	ECB_02684	YP_003045872.1	719	-	bifunctional acyl
chr	NC_012967.1	2871220	2872251	+	8178644	galR	ECB_02685	YP_003045873.1	343	-	DNA-binding transcriptional regulator GalR
chr	NC_012967.1	2872258	2873520	-	8177080	lysA	ECB_02686	YP_003045874.1	420	-	diaminopimelate decarboxylase
chr	NC_012967.1	2873642	2874577	+	8178645	lysR	ECB_02687	YP_003045875.1	311	-	DNA-binding transcriptional regulator LysR
chr	NC_012967.1	2874564	2875256	-	8177081	ygeA	ECB_02688	YP_003045876.1	230	-	putative racemase
chr	NC_012967.1	2875385	2876803	-	8177082	araE	ECB_02689	YP_003045877.1	472	-	arabinose transporter
chr	NC_012967.1	2877118	2877879	-	8178646	kduD	ECB_02690	YP_003045878.1	253	-	2-deoxy-D-gluconate 3-dehydrogenase
chr	NC_012967.1	2877909	2878745	-	8177083	kduI	ECB_02691	YP_003045879.1	278	-	5-keto-4-deoxyuronate isomerase
chr	NC_012967.1	2879032	2880213	-	8177084	yqeF	ECB_02692	YP_003045880.1	393	-	acetyl-CoA acetyltransferase
chr	NC_012967.1	2880469	2881698	+	8177085	yqeG	ECB_02693	YP_003045881.1	409	-	putative transporter
chr	NC_012967.1	2882158	2882727	+	8177086	yqeH	ECB_02694	YP_003045882.1	189	-	hypothetical protein ECB_02694
chr	NC_012967.1	2882765	2883073	+	8177087	insE-5	ECB_02695	YP_003045883.1	102	-	putative transposase-related protein
chr	NC_012967.1	2883130	2883936	+	8177088	insF-5	ECB_02696	YP_003045884.1	268	-	putative transposase for IS3
chr	NC_012967.1	2883950	2884501	-	8178647	ygeQ	ECB_02697	YP_003045885.1	183	-	hypothetical protein ECB_02697
chr	NC_012967.1	2884891	2885646	-	8178648	ygeR	ECB_02698	YP_003045886.1	251	-	Tetratricopeptide repeat transcriptional regulator
chr	NC_012967.1	2886100	2888358	+	8177090	xdhA	ECB_02699	YP_003045887.1	752	-	xanthine dehydrogenase subunit XdhA
chr	NC_012967.1	2888369	2889247	+	8177091	xdhB	ECB_02700	YP_003045888.1	292	-	xanthine dehydrogenase subunit XdhB
chr	NC_012967.1	2889244	2889723	+	8178649	xdhC	ECB_02701	YP_003045889.1	159	-	xanthine dehydrogenase subunit XdhC
chr	NC_012967.1	2889763	2891541	-	8177092	ygeV	ECB_02702	YP_003045890.1	592	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	2892017	2893207	+	8179183	ygeW	ECB_02703	YP_003045891.1	396	-	aspartate/ornithine carbamoyltransferase family protein
chr	NC_012967.1	2893265	2894461	+	8177093	ygeX	ECB_02704	YP_003045892.1	398	-	diaminopropionate ammonia-lyase
chr	NC_012967.1	2894519	2895730	+	8177094	ygeY	ECB_02705	YP_003045893.1	403	-	peptidase
chr	NC_012967.1	2895783	2897168	+	8177095	ygeZ	ECB_02706	YP_003045894.1	461	-	phenylhydantoinase
chr	NC_012967.1	2897216	2898148	+	8177096	yqeA	ECB_02707	YP_003045895.1	310	-	carbamate kinase
chr	NC_012967.1	2898369	2899994	-	8178650	yqeB	ECB_02708	YP_003045896.1	541	-	hypothetical protein ECB_02708
chr	NC_012967.1	2900042	2900812	-	8177097	yqeC	ECB_02709	YP_003045897.1	256	-	hypothetical protein ECB_02709
chr	NC_012967.1	2900915	2901493	+	8179184	ygfJ	ECB_02710	YP_003045898.1	192	-	hypothetical protein ECB_02710
chr	NC_012967.1	2901814	2904912	+	8177098	ygfK	ECB_02711	YP_003045899.1	1032	-	putative selenate reductase subunit YgfK
chr	NC_012967.1	2904915	2906243	+	8177099	ssnA	ECB_02712	YP_003045900.1	442	-	putative chlorohydrolase/aminohydrolase
chr	NC_012967.1	2906294	2907073	+	8178651	ygfM	ECB_02713	YP_003045901.1	259	-	putative selenate reductase subunit YgfM
chr	NC_012967.1	2907070	2909940	+	8177100	xdhD	ECB_02714	YP_003045902.1	956	-	putative selenate reductase subunit YgfN
chr	NC_012967.1	2910105	2911505	+	8179185	ygfO	ECB_02715	YP_003045903.1	466	-	putative transporter
chr	NC_012967.1	2911520	2912839	+	8177101	guaD	ECB_02716	YP_003045904.1	439	-	guanine deaminase
chr	NC_012967.1	2912875	2914242	+	8177102	ygfQ	ECB_02717	YP_003045905.1	455	-	putative transporter
chr	NC_012967.1	2914278	2914610	-	8177103	ygfS	ECB_02718	YP_003045906.1	110	-	putative oxidoreductase, 4Fe-4S ferredoxin-type subunit
chr	NC_012967.1	2914766	2916685	-	8177104	ygfT	ECB_02719	YP_003045907.1	639	-	putative oxidoreductase Fe-S binding subunit
chr	NC_012967.1	2917121	2918569	+	8179186	ygfU	ECB_02720	YP_003045908.1	482	-	putative transporter
chr	NC_012967.1	2918819	2919367	+	8177105	idi	ECB_02721	YP_003045909.1	182	-	isopentenyl-diphosphate delta-isomerase
chr	NC_012967.1	2919410	2920927	-	8177106	lysS	ECB_02722	YP_003045910.1	505	-	lysyl-tRNA synthetase
chr	NC_012967.1	2920937	2922035	-	8178652	prfB	ECB_02723	YP_003045911.1	365	-	peptide chain release factor 2
chr	NC_012967.1	2922126	2923859	-	8177107	recJ	ECB_02724	YP_003045912.1	577	-	ssDNA exonuclease RecJ
chr	NC_012967.1	2923865	2924575	-	8177108	dsbC	ECB_02725	YP_003045913.1	236	-	thiol:disulfide interchange protein DsbC
chr	NC_012967.1	2924600	2925496	-	8177109	xerD	ECB_02726	YP_003045914.1	298	-	site-specific tyrosine recombinase XerD
chr	NC_012967.1	2925608	2926129	+	8177110	fldB	ECB_02727	YP_003045915.1	173	-	flavodoxin FldB
chr	NC_012967.1	2926169	2926576	-	8178653	ygfX	ECB_02728	YP_003045916.1	135	-	hypothetical protein ECB_02728
chr	NC_012967.1	2926557	2926823	-	8177111	ygfY	ECB_02729	YP_003045917.1	88	-	hypothetical protein ECB_02729
chr	NC_012967.1	2927066	2928046	+	8179187	ygfZ	ECB_02730	YP_003045918.1	326	-	putative global regulator
chr	NC_012967.1	2928242	2928901	-	8177112	yqfA	ECB_02731	YP_003045919.1	219	-	putative oxidoreductase, inner membrane subunit
chr	NC_012967.1	2929065	2929376	-	8177113	yqfB	ECB_02732	YP_003045920.1	103	-	hypothetical protein ECB_02732
chr	NC_012967.1	2929415	2930854	+	8179188	bglA	ECB_02733	YP_003045921.1	479	-	6-phospho-beta-glucosidase A
chr	NC_012967.1	2930911	2931654	-	8177114	ygfF	ECB_02734	YP_003045922.1	247	-	hypothetical protein ECB_02734
chr	NC_012967.1	2931920	2934793	-	8177115	gcvP	ECB_02735	YP_003045923.1	957	-	glycine dehydrogenase
chr	NC_012967.1	2934912	2935301	-	8177116	gcvH	ECB_02736	YP_003045924.1	129	-	glycine cleavage system protein H
chr	NC_012967.1	2935325	2936419	-	8177117	gcvT	ECB_02737	YP_003045925.1	364	-	glycine cleavage system aminomethyltransferase T
chr	NC_012967.1	2936866	2938068	-	8177118	visC	ECB_02738	YP_003045926.1	400	-	hypothetical protein ECB_02738
chr	NC_012967.1	2938091	2939269	-	8177119	ubiH	ECB_02739	YP_003045927.1	392	-	2-octaprenyl-6-methoxyphenyl hydroxylase
chr	NC_012967.1	2939266	2940591	-	8179189	pepP	ECB_02740	YP_003045928.1	441	-	proline aminopeptidase P II
chr	NC_012967.1	2940617	2941195	-	8177120	ygfB	ECB_02741	YP_003045929.1	192	-	hypothetical protein ECB_02741
chr	NC_012967.1	2941363	2941692	+	8179190	ygfE	ECB_02742	YP_003045930.1	109	-	Z-ring-associated protein
chr	NC_012967.1	2941992	2942540	+	8177121	ygfA	ECB_02743	YP_003045931.1	182	-	putative ligase
chr	NC_012967.1	2942929	2944161	-	8177122	serA	ECB_02744	YP_003045932.1	410	-	D-3-phosphoglycerate dehydrogenase
chr	NC_012967.1	2944417	2945076	-	8179191	rpiA	ECB_02745	YP_003045933.1	219	-	ribose-5-phosphate isomerase A
chr	NC_012967.1	2945132	2945362	-	8177123	yqfE	ECB_02746	YP_003045934.1	76	-	hypothetical protein ECB_02746
chr	NC_012967.1	2945504	2946397	+	8177124	iciA	ECB_02747	YP_003045935.1	297	-	chromosome replication initiation inhibitor protein
chr	NC_012967.1	2946601	2948745	+	8177125	sbm	ECB_02748	YP_003045936.1	714	-	methylmalonyl-CoA mutase
chr	NC_012967.1	2948738	2949733	+	8177126	argK	ECB_02749	YP_003045937.1	331	-	arginine/ornithine transport system ATPase
chr	NC_012967.1	2949744	2950529	+	8178654	ygfG	ECB_02750	YP_003045938.1	261	-	methylmalonyl-CoA decarboxylase
chr	NC_012967.1	2950553	2952031	+	8178655	ygfH	ECB_02751	YP_003045939.1	492	-	propionyl-CoA:succinate-CoA transferase
chr	NC_012967.1	2952028	2952924	-	8177127	ygfI	ECB_02752	YP_003045940.1	298	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	2953091	2953831	-	8177128	yggE	ECB_02753	YP_003045941.1	246	-	hypothetical protein ECB_02753
chr	NC_012967.1	2953924	2954559	-	8177129	yggA	ECB_02754	YP_003045942.1	211	-	arginine exporter protein
chr	NC_012967.1	2954698	2955558	-	8178656	yggB	ECB_02755	YP_003045943.1	286	-	mechanosensitive channel MscS
chr	NC_012967.1	2955916	2956995	-	8177130	fbaA	ECB_02756	YP_003045944.1	359	-	fructose-bisphosphate aldolase
chr	NC_012967.1	2957210	2958373	-	8177131	pgk	ECB_02757	YP_003045945.1	387	-	phosphoglycerate kinase
chr	NC_012967.1	2958423	2959442	-	8179192	epd	ECB_02758	YP_003045946.1	339	-	erythrose 4-phosphate dehydrogenase
chr	NC_012967.1	2959727	2960440	-	8177132	frcK	ECB_02759	YP_003045947.1	237	-	putative fructose transport system kinase
chr	NC_012967.1	2960437	2960946	-	8177133	yggD	ECB_02760	YP_003045948.1	169	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	2960968	2961933	-	8177134	yggF	ECB_02761	YP_003045949.1	321	-	fructose-1,6-bisphosphatase II-like protein
chr	NC_012967.1	2961930	2963207	-	8177135	yggP	ECB_02762	YP_003045950.1	425	-	putative dehydrogenase
chr	NC_012967.1	2963222	2964610	-	8177136	cmtA	ECB_02763	YP_003045951.1	462	-	putative fused mannitol-specific PTS enzymes: IIB component/IIC component
chr	NC_012967.1	2964665	2965081	-	8177137	cmtB	ECB_02764	YP_003045952.1	138	-	putative mannitol phosphotransferase subunit EIIA
chr	NC_012967.1	2965395	2967386	-	8178657	tktA	ECB_02765	YP_003045953.1	663	-	transketolase
chr	NC_012967.1	2967664	2968422	+	8177138	yggG	ECB_02766	YP_003045954.1	252	-	putative peptidase
chr	NC_012967.1	2968628	2969548	-	8177139	speB	ECB_02767	YP_003045955.1	306	-	agmatinase
chr	NC_012967.1	2969686	2971662	-	8178658	speA	ECB_02768	YP_003045956.1	658	-	arginine decarboxylase
chr	NC_012967.1	2971671	2971817	-	8177140	yqgB	ECB_02769	YP_003045957.1	48	-	hypothetical protein ECB_02769
chr	NC_012967.1	2971938	2972153	+	8179193	yqgC	ECB_02770	YP_003045958.1	71	-	hypothetical protein ECB_02770
chr	NC_012967.1	2972150	2972401	-	8177141	yqgD	ECB_02771	YP_003045959.1	83	-	putative inner membrane protein
chr	NC_012967.1	2972457	2973611	+	8177142	metK	ECB_02772	YP_003045960.1	384	-	S-adenosylmethionine synthetase
chr	NC_012967.1	2974035	2975429	+	8179194	galP	ECB_02773	YP_003045961.1	464	-	D-galactose transporter
chr	NC_012967.1	2975506	2976003	+	8177143	sprT	ECB_02774	YP_003045962.1	165	-	hypothetical protein ECB_02774
chr	NC_012967.1	2976098	2976805	+	8177144	endA	ECB_02775	YP_003045963.1	235	-	DNA-specific endonuclease I
chr	NC_012967.1	2976885	2977616	+	8177145	yggJ	ECB_02776	YP_003045964.1	243	-	16S ribosomal RNA methyltransferase RsmE
chr	NC_012967.1	2977629	2978579	+	8178659	gshB	ECB_02777	YP_003045965.1	316	-	glutathione synthetase
chr	NC_012967.1	2978688	2979251	+	8177146	yqgE	ECB_02778	YP_003045966.1	187	-	hypothetical protein ECB_02778
chr	NC_012967.1	2979251	2979667	+	8177147	yqgF	ECB_02779	YP_003045967.1	138	-	Holliday junction resolvase-like protein
chr	NC_012967.1	2979851	2980831	-	8178660	yggR	ECB_02780	YP_003045968.1	326	-	putative transporter
chr	NC_012967.1	2980849	2981553	+	8177148	yggS	ECB_02781	YP_003045969.1	234	-	hypothetical protein ECB_02781
chr	NC_012967.1	2981571	2982137	+	8177149	yggT	ECB_02782	YP_003045970.1	188	-	putative inner membrane protein
chr	NC_012967.1	2982134	2982424	+	8178661	yggU	ECB_02783	YP_003045971.1	96	-	hypothetical protein ECB_02783
chr	NC_012967.1	2982432	2983025	+	8177150	yggV	ECB_02784	YP_003045972.1	197	-	putative deoxyribonucleotide triphosphate pyrophosphatase
chr	NC_012967.1	2983018	2984154	+	8179195	yggW	ECB_02785	YP_003045973.1	378	-	coproporphyrinogen III oxidase
chr	NC_012967.1	2984219	2985226	-	8177151	yggM	ECB_02786	YP_003045974.1	335	-	hypothetical protein ECB_02786
chr	NC_012967.1	2985343	2986389	-	8177152	ansB	ECB_02787	YP_003045975.1	348	-	L-asparaginase II
chr	NC_012967.1	2986565	2987284	-	8177153	yggN	ECB_02788	YP_003045976.1	239	-	hypothetical protein ECB_02788
chr	NC_012967.1	2987468	2987794	-	8177154	yggL	ECB_02789	YP_003045977.1	108	-	hypothetical protein ECB_02789
chr	NC_012967.1	2987794	2988513	-	8177155	trmB	ECB_02790	YP_003045978.1	239	-	tRNA (guanine-N(7)-)-methyltransferase
chr	NC_012967.1	2988674	2989726	+	8177156	mutY	ECB_02791	YP_003045979.1	350	-	adenine DNA glycosylase
chr	NC_012967.1	2989754	2990029	+	8177157	yggX	ECB_02792	YP_003045980.1	91	-	hypothetical protein ECB_02792
chr	NC_012967.1	2990094	2991173	+	8177158	mltC	ECB_02793	YP_003045981.1	359	-	murein transglycosylase C
chr	NC_012967.1	2991375	2992631	+	8177159	nupG	ECB_02794	YP_003045982.1	418	-	nucleoside transporter
chr	NC_012967.1	2992680	2994815	-	8179196	speC	ECB_02795	YP_003045983.1	711	-	ornithine decarboxylase
chr	NC_012967.1	2995208	2995915	+	8177160	yqgA	ECB_02796	YP_003045984.1	235	-	putative inner membrane protein
chr	NC_012967.1	2996369	2997253	+	8179197	-	ECB_02797	YP_003045985.1	294	-	integrase
chr	NC_012967.1	2997333	2998235	+	8177162	-	ECB_02798	YP_003045986.1	300	-	hypothetical protein ECB_02798
chr	NC_012967.1	2999564	3002410	+	8177164	flu	ECB_02800	YP_003045987.1	948	-	antigen 43 (Ag43) phase-variable biofilm formation autotransporter
chr	NC_012967.1	3002531	3005047	+	8177165	yeeR	ECB_02801	YP_003045988.1	838	-	hypothetical protein ECB_02801
chr	NC_012967.1	3005124	3005579	+	8177166	-	ECB_02802	YP_003045989.1	151	-	hypothetical protein ECB_02802
chr	NC_012967.1	3005991	3006809	+	8177167	yafZ	ECB_02803	YP_003045990.1	272	-	hypothetical protein ECB_02803
chr	NC_012967.1	3006918	3007829	-	8178662	-	ECB_02804	YP_003045991.1	303	-	hypothetical protein ECB_02804
chr	NC_012967.1	3007395	3007841	+	8177168	yeeS	ECB_02805	YP_003045992.1	148	-	putative DNA repair protein
chr	NC_012967.1	3007904	3008125	+	8177169	yeeT	ECB_02806	YP_003045993.1	73	-	hypothetical protein ECB_02806
chr	NC_012967.1	3008144	3009205	+	8178663	yeeU	ECB_02807	YP_003045994.1	353	-	antitoxin of the YeeV-YeeU toxin-antitoxin system
chr	NC_012967.1	3009295	3009669	+	8177170	yeeV	ECB_02808	YP_003045995.1	124	-	toxin of the YeeV-YeeU toxin-antitoxin system
chr	NC_012967.1	3009666	3010154	+	8179198	yeeW	ECB_02809	YP_003045996.1	162	-	hypothetical protein ECB_02809
chr	NC_012967.1	3010166	3010363	+	8177171	-	ECB_02810	YP_003045997.1	65	-	hypothetical protein ECB_02810
chr	NC_012967.1	3010460	3011029	+	8177172	-	ECB_02811	YP_003045998.1	189	-	hypothetical protein ECB_02811
chr	NC_012967.1	3011267	3011560	-	8179199	-	ECB_02812	YP_003045999.1	97	-	hypothetical protein ECB_02812
chr	NC_012967.1	3012134	3012289	+	8177173	-	ECB_02813	YP_003046000.1	51	-	hypothetical protein ECB_02813
chr	NC_012967.1	3012317	3013336	+	8177174	-	ECB_02814	YP_003046001.1	339	-	hypothetical protein ECB_02814
chr	NC_012967.1	3013420	3014556	+	8177175	-	ECB_02815	YP_003046002.1	378	-	Capsule polysaccharide export inner-membrane protein kpsE
chr	NC_012967.1	3014580	3016256	+	8178664	-	ECB_02816	YP_003046003.1	558	-	KpsD protein
chr	NC_012967.1	3016266	3017006	+	8177176	-	ECB_02817	YP_003046004.1	246	-	3-deoxy-manno-octulosonate cytidylyltransferase
chr	NC_012967.1	3017003	3019030	+	8177177	-	ECB_02818	YP_003046005.1	675	-	Capsule polysaccharide export protein KpsC
chr	NC_012967.1	3019065	3020297	+	8178665	-	ECB_02819	YP_003046006.1	410	-	KpsS protein
chr	NC_012967.1	3020551	3021483	-	8177178	-	ECB_02820	YP_003046007.1	310	-	hypothetical protein ECB_02820
chr	NC_012967.1	3021545	3022684	-	8177179	-	ECB_02821	YP_003046008.1	379	-	hypothetical protein ECB_02821
chr	NC_012967.1	3023258	3023722	-	8179200	-	ECB_02822	YP_003046009.1	154	-	bifunctional Ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase
chr	NC_012967.1	3023960	3024463	-	8177180	insB-22	ECB_02823	YP_003046010.1	167	-	IS1 protein InsB
chr	NC_012967.1	3024382	3024657	-	8177181	insA-22	ECB_02824	YP_003046011.1	91	-	IS1 protein InsA
chr	NC_012967.1	3024686	3025408	-	8177182	-	ECB_02825	YP_003046012.1	240	-	Pyrophosphorylase
chr	NC_012967.1	3025426	3026802	-	8177183	-	ECB_02826	YP_003046013.1	458	-	hypothetical protein ECB_02826
chr	NC_012967.1	3027011	3027670	-	8177184	-	ECB_02827	YP_003046014.1	219	-	Polysialic acid transport ATP-binding KpsT
chr	NC_012967.1	3027685	3028461	-	8177185	-	ECB_02828	YP_003046015.1	258	-	Polysialic acid transport protein kpsM
chr	NC_012967.1	3029522	3030058	-	8177186	yghD	ECB_02829	YP_003046016.1	178	-	putative general secretion pathway protein YghD
chr	NC_012967.1	3031235	3032170	-	8177188	-	ECB_02831	YP_003046017.1	311	-	type II secretion protein GspK
chr	NC_012967.1	3032209	3032772	-	8177189	-	ECB_02832	YP_003046018.1	187	-	type II secretion protein GspJ
chr	NC_012967.1	3032811	3033182	-	8177190	-	ECB_02833	YP_003046019.1	123	-	type II secretion protein
chr	NC_012967.1	3033179	3033742	-	8177191	-	ECB_02834	YP_003046020.1	187	-	type II secretion protein GspH
chr	NC_012967.1	3033746	3034201	-	8177192	-	ECB_02835	YP_003046021.1	151	-	type II secretion protein GspG
chr	NC_012967.1	3034218	3035441	-	8179201	-	ECB_02836	YP_003046022.1	407	-	type II secretion protein GspF
chr	NC_012967.1	3035441	3036934	-	8177193	-	ECB_02837	YP_003046023.1	497	-	type II secretion protein GspE
chr	NC_012967.1	3036934	3038994	-	8177194	-	ECB_02838	YP_003046024.1	686	-	type II secretion protein GspD
chr	NC_012967.1	3039024	3039854	-	8177195	yghF	ECB_02839	YP_003046025.1	276	-	putative type II secretion protein GspC
chr	NC_012967.1	3040001	3040411	-	8177196	yghG	ECB_02840	YP_003046026.1	136	-	hypothetical protein ECB_02840
chr	NC_012967.1	3040477	3041286	-	8177197	pppA	ECB_02841	YP_003046027.1	269	-	bifunctional prepilin leader peptidase/ methylase
chr	NC_012967.1	3041450	3046003	-	8177198	yghJ	ECB_02842	YP_003046028.1	1517	-	putative inner membrane lipoprotein
chr	NC_012967.1	3046489	3048171	-	8177199	yghK	ECB_02843	YP_003046029.1	560	-	glycolate transporter
chr	NC_012967.1	3048526	3050697	-	8178666	glcB	ECB_02844	YP_003046030.1	723	-	malate synthase G
chr	NC_012967.1	3050719	3051123	-	8177200	glcG	ECB_02845	YP_003046031.1	134	-	hypothetical protein ECB_02845
chr	NC_012967.1	3051128	3052351	-	8177201	glcF	ECB_02846	YP_003046032.1	407	-	glycolate oxidase iron-sulfur subunit
chr	NC_012967.1	3052362	3053414	-	8177202	glcE	ECB_02847	YP_003046033.1	350	-	glycolate oxidase FAD binding subunit
